"name","mana_cost","combined_mana_cost","card_text","power","toughness","standard","commander","type","First_keyword","Second_keyword","Third_keyword","Fourth_keyword","Fifth_keyword","layout","prints_search_uri","rarity","number_keywords","Flying","Deathtouch","Haste","Vigilance","Broad_type","sanitised_name","Sixth_keyword"
"Sight of the Scalelords","{4}{G}",5,"At the beginning of combat on your turn, creatures you control with toughness 4 or greater get +2/+2 and gain vigilance until end of turn.",NA,NA,"not_legal","legal","Enchantment",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A4f868b9b-42f4-4f74-bce2-3f9c063a572c&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Enchantment","Sight of the Scalelords",NA
"Kolaghan's Command","{1}{B}{R}",3,"Choose two —• Return target creature card from your graveyard to your hand.• Target player discards a card.• Destroy target artifact.• Kolaghan's Command deals 2 damage to any target.",NA,NA,"not_legal","legal","Instant",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A45f1e957-09f0-4d46-8e32-238f26060a87&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant","Kolaghans Command",NA
"Vivid Grove",NA,0,"This land enters tapped with two charge counters on it.{T}: Add {G}.{T}, Remove a charge counter from this land: Add one mana of any color.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ab7a68899-c0d3-49e0-854b-19268ae9b89d&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Vivid Grove",NA
"Cryptic Caves",NA,0,"{T}: Add {C}.{1}, {T}, Sacrifice this land: Draw a card. Activate only if you control five or more lands.",NA,NA,"legal","legal","Land",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ab2eb7a64-a307-4a78-a25d-63fb3ae1e237&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Cryptic Caves",NA
"Bristling Backwoods",NA,0,"This land enters tapped.When this land enters, it deals 1 damage to target opponent.{T}: Add {R} or {G}.",NA,NA,"legal","legal","Land — Desert",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A9cbc9f83-8979-42a5-a466-a8d89c8e6de8&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Bristling Backwoods",NA
"Selesnya Guildgate",NA,0,"This land enters tapped.{T}: Add {G} or {W}.",NA,NA,"legal","legal","Land — Gate",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A75b235d3-595a-4859-be45-9559d8445db5&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Selesnya Guildgate",NA
"Blast Zone",NA,0,"This land enters with a charge counter on it.{T}: Add {C}.{X}{X}, {T}: Put X charge counters on this land.{3}, {T}, Sacrifice this land: Destroy each nonland permanent with mana value equal to the number of charge counters on this land.",NA,NA,"legal","legal","Land",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A393a254f-be31-431a-9341-a51286f8cbce&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Blast Zone",NA
"Fungal Reaches",NA,0,"{T}: Add {C}.{1}, {T}: Put a storage counter on this land.{1}, Remove X storage counters from this land: Add X mana in any combination of {R} and/or {G}.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A6f18ea44-3efa-4a45-abc6-86a0627e40f2&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Fungal Reaches",NA
"Seer's Sundial","{4}",4,"Landfall — Whenever a land you control enters, you may pay {2}. If you do, draw a card.",NA,NA,"not_legal","legal","Artifact","Landfall",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A9929d7ba-cdc5-4099-a0ee-3a15073336f3&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact","Seers Sundial",NA
"Nevinyrral's Disk","{4}",4,"This artifact enters tapped.{1}, {T}: Destroy all artifacts, creatures, and enchantments.",NA,NA,"not_legal","legal","Artifact",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A96230edf-568a-47dd-b877-9d92aa58fac8&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact","Nevinyrrals Disk",NA
"Journeyer's Kite","{2}",2,"{3}, {T}: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.",NA,NA,"not_legal","legal","Artifact",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A10aab5bc-5758-443b-ba4c-49f6c6d91262&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact","Journeyers Kite",NA
"Dreadship Reef",NA,0,"{T}: Add {C}.{1}, {T}: Put a storage counter on this land.{1}, Remove X storage counters from this land: Add X mana in any combination of {U} and/or {B}.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A130a8cf5-1354-4d17-91c8-c073642eb3db&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Dreadship Reef",NA
"Bretagard Stronghold",NA,0,"This land enters tapped.{T}: Add {G}.{G}{W}{W}, {T}, Sacrifice this land: Put a +1/+1 counter on each of up to two target creatures you control. They gain vigilance and lifelink until end of turn. Activate only as a sorcery.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ac792229b-4a0f-48d5-93e5-60bd4cae9c42&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Bretagard Stronghold",NA
"Molten Slagheap",NA,0,"{T}: Add {C}.{1}, {T}: Put a storage counter on this land.{1}, Remove X storage counters from this land: Add X mana in any combination of {B} and/or {R}.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A33587cb2-0fd3-4e4c-bc5e-e7299cc9dab5&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Molten Slagheap",NA
"Rockface Village",NA,0,"{T}: Add {C}.{T}: Add {R}. Spend this mana only to cast a creature spell.{R}, {T}: Target Lizard, Mouse, Otter, or Raccoon you control gets +1/+0 and gains haste until end of turn. Activate only as a sorcery.",NA,NA,"legal","legal","Land",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A7e103748-3f76-42ce-a063-d0256b2dce2b&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Rockface Village",NA
"Krosan Verge",NA,0,"This land enters tapped.{T}: Add {C}.{2}, {T}, Sacrifice this land: Search your library for a Forest card and a Plains card, put them onto the battlefield tapped, then shuffle.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ad9a10971-f32b-4978-952d-fed0a5bc9e36&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Krosan Verge",NA
"Witch's Cottage",NA,0,"({T}: Add {B}.)This land enters tapped unless you control three or more other Swamps.When this land enters untapped, you may put target creature card from your graveyard on top of your library.",NA,NA,"not_legal","legal","Land — Swamp",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A6c8f276e-4e7b-4974-ab02-9356cc0ffb2b&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Witchs Cottage",NA
"Azorius Chancery",NA,0,"This land enters tapped.When this land enters, return a land you control to its owner's hand.{T}: Add {W}{U}.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A189fc8f4-17ac-4f1d-82c8-8401445bdaf4&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Azorius Chancery",NA
"Selesnya Sanctuary",NA,0,"This land enters tapped.When this land enters, return a land you control to its owner's hand.{T}: Add {G}{W}.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A00ef1c55-dea1-4564-bd57-66de86cba4df&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Selesnya Sanctuary",NA
"Tranquil Expanse",NA,0,"This land enters tapped.{T}: Add {G} or {W}.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aa5478263-47c9-447f-9c7a-c77ce0752947&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Tranquil Expanse",NA
"Secluded Courtyard",NA,0,"As this land enters, choose a creature type.{T}: Add {C}.{T}: Add one mana of any color. Spend this mana only to cast a creature spell of the chosen type or activate an ability of a creature source of the chosen type.",NA,NA,"legal","legal","Land",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A79ba18fd-f184-43c1-86df-56ee18ce806c&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Secluded Courtyard",NA
"Racers' Ring",NA,0,"This land enters tapped.{T}: Add {R} or {G}.{2}{R}{G}, {T}, Sacrifice this land: Draw a card.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A7e2eb4d5-22a3-43c1-8cf3-e85723da1b61&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Racers Ring",NA
"Calciform Pools",NA,0,"{T}: Add {C}.{1}, {T}: Put a storage counter on this land.{1}, Remove X storage counters from this land: Add X mana in any combination of {W} and/or {U}.",NA,NA,"not_legal","legal","Land",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A2031bc31-81cc-407a-8615-29832f586bbc&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Calciform Pools",NA
"Castle Vantress",NA,0,"This land enters tapped unless you control an Island.{T}: Add {U}.{2}{U}{U}, {T}: Scry 2.",NA,NA,"not_legal","legal","Land","Scry",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Acdf41cf4-4e77-453d-be5b-0abbbd358934&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Castle Vantress",NA
"Dragonmaster Outcast","{R}",1,"At the beginning of your upkeep, if you control six or more lands, create a 5/5 red Dragon creature token with flying.",1,1,"legal","legal","Creature — Human Shaman",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ab6fb79c3-cd32-4045-8177-e52841eea65b&unique=prints","mythic",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Dragonmaster Outcast",NA
"Rout","{3}{W}{W}",5,"You may cast this spell as though it had flash if you pay {2} more to cast it. (You may cast it any time you could cast an instant.)Destroy all creatures. They can't be regenerated.",NA,NA,"not_legal","legal","Sorcery",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ad69aa624-23d1-406a-b7e0-9140a6f57929&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Rout",NA
"Sigil of the Empty Throne","{3}{W}{W}",5,"Whenever you cast an enchantment spell, create a 4/4 white Angel creature token with flying.",NA,NA,"not_legal","legal","Enchantment",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A3b9b5b22-5a7d-4e37-a870-ca0f0efa4f36&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Enchantment","Sigil of the Empty Throne",NA
"Séance","{2}{W}{W}",4,"At the beginning of each upkeep, you may exile target creature card from your graveyard. If you do, create a token that's a copy of that card, except it's a Spirit in addition to its other types. Exile it at the beginning of the next end step.",NA,NA,"not_legal","legal","Enchantment",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aa375b935-c02b-44bc-a942-37c5de58b1e4&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Enchantment","Seance",NA
"Pack Leader","{1}{W}",2,"Other Dogs you control get +1/+1.Whenever this creature attacks, prevent all combat damage that would be dealt this turn to Dogs you control.",2,2,"not_legal","legal","Creature — Dog",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A3701ed34-a97c-4d7b-a15a-4faec02ef24b&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Pack Leader",NA
"Secret Door","{U}",1,"Defender{4}{U}: Venture into the dungeon. Activate only as a sorcery. (Enter the first room or advance to the next room.)",0,4,"not_legal","legal","Artifact Creature — Wall","Defender","Venture into the dungeon",NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aa53baf90-8d0c-4900-9f24-893ad31628ec&unique=prints","common",2,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Secret Door",NA
"Jaded Sell-Sword","{3}{R}",4,"When this creature enters, if mana from a Treasure was spent to cast it, it gains first strike and haste until end of turn.",4,3,"not_legal","legal","Creature — Dragon Warrior",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Af666a990-bd9c-4160-9770-4758fd40ca92&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Jaded Sell-Sword",NA
"Compelled Duel","{1}{G}",2,"Target creature gets +3/+3 until end of turn and must be blocked this turn if able.",NA,NA,"not_legal","legal","Sorcery",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A256cc907-2a13-4f43-9d37-2e52034cdaf4&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Compelled Duel",NA
"Sepulcher Ghoul","{1}{B}",2,"Sacrifice another creature: This creature gets +2/+2 until end of turn. Activate only once each turn.",2,1,"not_legal","legal","Creature — Zombie",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A04936cc9-c915-4182-b84a-3491d26be548&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Sepulcher Ghoul",NA
"Arborea Pegasus","{3}{W}",4,"FlyingWhen this creature enters, target creature gets +1/+1 and gains flying until end of turn.",2,3,"not_legal","legal","Creature — Pegasus","Flying",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A9a17452d-3adb-42ec-99f8-0083740cefa0&unique=prints","common",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Arborea Pegasus",NA
"Rimeshield Frost Giant","{3}{U}{U}",5,"Ward {3} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {3}.)",4,5,"not_legal","legal","Creature — Giant Warrior","Ward",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aec47cf67-2580-464f-8118-7eabea5be11c&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Rimeshield Frost Giant",NA
"Spare Dagger","{1}",1,"Equipped creature gets +1/+0 and has ""Whenever this creature attacks, you may sacrifice Spare Dagger. When you do, this creature deals 1 damage to any target.""Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",NA,NA,"not_legal","legal","Artifact — Equipment","Equip",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ad895df97-e7e7-4f15-a79b-0ce8f1a252d3&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact","Spare Dagger",NA
"Evolving Wilds",NA,0,"{T}, Sacrifice this land: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",NA,NA,"legal","legal","Land",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aa75445d3-1303-4bb5-89ad-26ea93fecd48&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Land","Evolving Wilds",NA
